apartment_number,building,floor,plot_number,apartment_type,rooms,area_sqm,balcony_garden_sqm,target_price,storage_sqm,parking_spaces,directions,final_price,apartment_plan_url,floor_plan_url,source_url,source_section,scan_date,id
19,14,4,229,4-G,3,83.90,23.90,כן,9.50,2,דרום/מזרח,"1,186,077 ₪",https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/14/%D7%93%D7%99%D7%A8%D7%95%D7%AA/%D7%9E%D7%A9%D7%AA%D7%9B%D7%9F%2014/19.pdf,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/14/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/4.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 14,2026-07-29,B14-A19
20,14,5,229,4-N,5.5,142.42,23.94,כן,8.46,2,מערב/צפון,"2,049,427 ₪",https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/14/%D7%93%D7%99%D7%A8%D7%95%D7%AA/%D7%9E%D7%A9%D7%AA%D7%9B%D7%9F%2014/20.pdf,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/14/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/5.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 14,2026-07-29,B14-A20
21,14,5,229,4-O,5.5,139.78,23.91,כן,9.71,2,מערב/דרום,"2,023,005 ₪",https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/14/%D7%93%D7%99%D7%A8%D7%95%D7%AA/%D7%9E%D7%A9%D7%AA%D7%9B%D7%9F%2014/21.pdf,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/14/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/5.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 14,2026-07-29,B14-A21
22,14,5,229,4-T,4,113.65,18.41,כן,5.69,2,צפון/מזרח,"1,582,603 ₪",https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/14/%D7%93%D7%99%D7%A8%D7%95%D7%AA/%D7%9E%D7%A9%D7%AA%D7%9B%D7%9F%2014/22.pdf,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/14/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/5.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 14,2026-07-29,B14-A22
23,14,5,229,4-F,3,82.83,23.91,כן,5.57,2,מזרח,"1,160,369 ₪",https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/14/%D7%93%D7%99%D7%A8%D7%95%D7%AA/%D7%9E%D7%A9%D7%AA%D7%9B%D7%9F%2014/23.pdf,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/14/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/5.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 14,2026-07-29,B14-A23
24,14,5,229,4-G,3,83.90,23.90,כן,9.48,2,דרום/מזרח,"1,192,094 ₪",https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/14/%D7%93%D7%99%D7%A8%D7%95%D7%AA/%D7%9E%D7%A9%D7%AA%D7%9B%D7%9F%2014/24.pdf,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/14/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/5.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 14,2026-07-29,B14-A24
25,14,6,229,4-N,5.5,142.42,23.94,כן,8.44,2,מערב/צפון,"2,061,354 ₪",https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/14/%D7%93%D7%99%D7%A8%D7%95%D7%AA/%D7%9E%D7%A9%D7%AA%D7%9B%D7%9F%2014/25.pdf,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/14/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/6.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 14,2026-07-29,B14-A25
26,14,6,229,4-O,5.5,139.78,23.91,כן,9.69,2,מערב/דרום,"2,034,796 ₪",https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/14/%D7%93%D7%99%D7%A8%D7%95%D7%AA/%D7%9E%D7%A9%D7%AA%D7%9B%D7%9F%2014/26.pdf,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/14/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/6.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 14,2026-07-29,B14-A26
27,14,6,229,4-T,4,113.65,18.41,כן,5.69,2,צפון/מזרח,"1,592,257 ₪",https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/14/%D7%93%D7%99%D7%A8%D7%95%D7%AA/%D7%9E%D7%A9%D7%AA%D7%9B%D7%9F%2014/27.pdf,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/14/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/6.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 14,2026-07-29,B14-A27
28,14,6,229,4-F,3,82.83,23.91,כן,5.57,2,מזרח,"1,166,319 ₪",https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/14/%D7%93%D7%99%D7%A8%D7%95%D7%AA/%D7%9E%D7%A9%D7%AA%D7%9B%D7%9F%2014/28.pdf,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/14/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/6.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 14,2026-07-29,B14-A28
29,14,6,229,4-G,3,83.90,23.90,כן,9.46,2,דרום/מזרח,"1,198,110 ₪",https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/14/%D7%93%D7%99%D7%A8%D7%95%D7%AA/%D7%9E%D7%A9%D7%AA%D7%9B%D7%9F%2014/29.pdf,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/14/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/6.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 14,2026-07-29,B14-A29
30,14,7,229,4-N,5.5,142.42,23.94,כן,5.99,2,מערב/צפון,"2,058,479 ₪",https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/14/%D7%93%D7%99%D7%A8%D7%95%D7%AA/%D7%9E%D7%A9%D7%AA%D7%9B%D7%9F%2014/30.pdf,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/14/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/7.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 14,2026-07-29,B14-A30
31,14,7,229,4-O,5.5,139.78,23.91,כן,9.66,2,מערב/דרום,"2,046,526 ₪",https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/14/%D7%93%D7%99%D7%A8%D7%95%D7%AA/%D7%9E%D7%A9%D7%AA%D7%9B%D7%9F%2014/31.pdf,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/14/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/7.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 14,2026-07-29,B14-A31
32,14,7,229,4-T,4,113.65,18.41,כן,5.69,2,צפון/מזרח,"1,601,912 ₪",https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/14/%D7%93%D7%99%D7%A8%D7%95%D7%AA/%D7%9E%D7%A9%D7%AA%D7%9B%D7%9F%2014/32.pdf,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/14/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/7.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 14,2026-07-29,B14-A32
33,14,7,229,4-F,3,82.83,23.91,כן,5.57,2,מזרח,"1,172,270 ₪",https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/14/%D7%93%D7%99%D7%A8%D7%95%D7%AA/%D7%9E%D7%A9%D7%AA%D7%9B%D7%9F%2014/33.pdf,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/14/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/7.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 14,2026-07-29,B14-A33
34,14,7,229,4-G,3,83.90,23.90,כן,9.42,2,דרום/מזרח,"1,205,035 ₪",https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/14/%D7%93%D7%99%D7%A8%D7%95%D7%AA/%D7%9E%D7%A9%D7%AA%D7%9B%D7%9F%2014/34.pdf,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/14/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/7.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 14,2026-07-29,B14-A34
35,14,8,229,4-N,5.5,142.42,23.94,כן,8.24,2,מערב/צפון,"2,084,225 ₪",https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/14/%D7%93%D7%99%D7%A8%D7%95%D7%AA/%D7%9E%D7%A9%D7%AA%D7%9B%D7%9F%2014/35.pdf,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/14/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/8.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 14,2026-07-29,B14-A35
36,14,8,229,4-O,5.5,139.78,23.91,כן,9.66,2,מערב/דרום,"2,058,437 ₪",https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/14/%D7%93%D7%99%D7%A8%D7%95%D7%AA/%D7%9E%D7%A9%D7%AA%D7%9B%D7%9F%2014/36.pdf,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/14/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/8.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 14,2026-07-29,B14-A36
37,14,8,229,4-T,4,113.65,18.41,כן,5.69,2,צפון/מזרח,"1,611,566 ₪",https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/14/%D7%93%D7%99%D7%A8%D7%95%D7%AA/%D7%9E%D7%A9%D7%AA%D7%9B%D7%9F%2014/37.pdf,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/14/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/8.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 14,2026-07-29,B14-A37
38,14,8,229,4-F,3,82.83,23.91,כן,5.57,2,מזרח,"1,178,221 ₪",https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/14/%D7%93%D7%99%D7%A8%D7%95%D7%AA/%D7%9E%D7%A9%D7%AA%D7%9B%D7%9F%2014/38.pdf,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/14/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/8.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 14,2026-07-29,B14-A38
39,14,8,229,4-G,3,83.90,23.90,כן,9.34,2,דרום/מזרח,"1,212,185 ₪",https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/14/%D7%93%D7%99%D7%A8%D7%95%D7%AA/%D7%9E%D7%A9%D7%AA%D7%9B%D7%9F%2014/39.pdf,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/14/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/8.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 14,2026-07-29,B14-A39
40,14,9,229,4-N,5.5,142.42,23.94,כן,8.21,2,מערב/צפון,"2,096,082 ₪",https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/14/%D7%93%D7%99%D7%A8%D7%95%D7%AA/%D7%9E%D7%A9%D7%AA%D7%9B%D7%9F%2014/40.pdf,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/14/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/9.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 14,2026-07-29,B14-A40
41,14,9,229,4-O,5.5,139.78,23.91,כן,9.64,2,מערב/דרום,"2,070,225 ₪",https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/14/%D7%93%D7%99%D7%A8%D7%95%D7%AA/%D7%9E%D7%A9%D7%AA%D7%9B%D7%9F%2014/41.pdf,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/14/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/9.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 14,2026-07-29,B14-A41
42,14,9,229,4-T,4,113.65,18.41,כן,5.69,2,צפון/מזרח,"1,621,220 ₪",https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/14/%D7%93%D7%99%D7%A8%D7%95%D7%AA/%D7%9E%D7%A9%D7%AA%D7%9B%D7%9F%2014/42.pdf,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/14/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/9.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 14,2026-07-29,B14-A42
43,14,9,229,4-F,3,82.83,23.91,כן,5.57,2,מזרח,"1,184,171 ₪",https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/14/%D7%93%D7%99%D7%A8%D7%95%D7%AA/%D7%9E%D7%A9%D7%AA%D7%9B%D7%9F%2014/43.pdf,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/14/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/9.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 14,2026-07-29,B14-A43
44,14,9,229,4-G,3,83.90,23.90,כן,9.34,2,דרום/מזרח,"1,219,822 ₪",https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/14/%D7%93%D7%99%D7%A8%D7%95%D7%AA/%D7%9E%D7%A9%D7%AA%D7%9B%D7%9F%2014/44.pdf,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/14/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/9.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 14,2026-07-29,B14-A44
45,14,10,229,4-N,5.5,142.42,23.94,כן,8.07,2,מערב/צפון,"2,107,257 ₪",https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/14/%D7%93%D7%99%D7%A8%D7%95%D7%AA/%D7%9E%D7%A9%D7%AA%D7%9B%D7%9F%2014/45.pdf,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/14/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/10.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 14,2026-07-29,B14-A45
46,14,10,229,4-O,5.5,139.78,23.91,כן,9.61,2,מערב/דרום,"2,081,950 ₪",https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/14/%D7%93%D7%99%D7%A8%D7%95%D7%AA/%D7%9E%D7%A9%D7%AA%D7%9B%D7%9F%2014/46.pdf,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/14/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/10.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 14,2026-07-29,B14-A46
47,14,10,229,4-T,4,113.65,18.41,כן,5.69,2,צפון/מזרח,"1,630,875 ₪",https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/14/%D7%93%D7%99%D7%A8%D7%95%D7%AA/%D7%9E%D7%A9%D7%AA%D7%9B%D7%9F%2014/47.pdf,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/14/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/10.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 14,2026-07-29,B14-A47
48,14,10,229,4-F,3,82.83,23.91,כן,5.57,2,מזרח,"1,190,122 ₪",https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/14/%D7%93%D7%99%D7%A8%D7%95%D7%AA/%D7%9E%D7%A9%D7%AA%D7%9B%D7%9F%2014/48.pdf,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/14/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/10.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 14,2026-07-29,B14-A48
49,14,10,229,4-G,3,83.90,23.90,כן,9.33,2,דרום/מזרח,"1,227,398 ₪",https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/14/%D7%93%D7%99%D7%A8%D7%95%D7%AA/%D7%9E%D7%A9%D7%AA%D7%9B%D7%9F%2014/49.pdf,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/14/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/10.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 14,2026-07-29,B14-A49
50,14,11,229,4-N,5.5,142.42,23.94,כן,7.50,2,מערב/צפון,"2,103,732 ₪",https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/14/%D7%93%D7%99%D7%A8%D7%95%D7%AA/%D7%9E%D7%A9%D7%AA%D7%9B%D7%9F%2014/50.pdf,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/14/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/11.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 14,2026-07-29,B14-A50
51,14,11,229,4-O,5.5,139.78,23.91,כן,8.46,2,מערב/דרום,"2,074,839 ₪",https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/14/%D7%93%D7%99%D7%A8%D7%95%D7%AA/%D7%9E%D7%A9%D7%AA%D7%9B%D7%9F%2014/51.pdf,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/14/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/11.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 14,2026-07-29,B14-A51
52,14,11,229,4-T,4,113.65,18.41,כן,5.69,2,צפון/מזרח,"1,630,875 ₪",https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/14/%D7%93%D7%99%D7%A8%D7%95%D7%AA/%D7%9E%D7%A9%D7%AA%D7%9B%D7%9F%2014/52.pdf,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/14/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/11.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 14,2026-07-29,B14-A52
53,14,11,229,4-F,3,82.83,23.91,כן,5.57,2,מזרח,"1,190,122 ₪",https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/14/%D7%93%D7%99%D7%A8%D7%95%D7%AA/%D7%9E%D7%A9%D7%AA%D7%9B%D7%9F%2014/53.pdf,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/14/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/11.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 14,2026-07-29,B14-A53
54,14,11,229,4-G,3,83.90,23.90,כן,9.32,2,דרום/מזרח,"1,227,336 ₪",https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/14/%D7%93%D7%99%D7%A8%D7%95%D7%AA/%D7%9E%D7%A9%D7%AA%D7%9B%D7%9F%2014/54.pdf,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/14/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/11.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 14,2026-07-29,B14-A54
55,14,12,229,4-N,5.5,142.42,23.94,לא,10.12,2,מערב/צפון,,,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/14/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/12.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 14,2026-07-29,B14-A55
56,14,12,229,4-O,5.5,139.78,23.91,כן,12.37,2,מערב/דרום,"2,111,012 ₪",https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/14/%D7%93%D7%99%D7%A8%D7%95%D7%AA/%D7%9E%D7%A9%D7%AA%D7%9B%D7%9F%2014/56.pdf,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/14/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/12.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 14,2026-07-29,B14-A56
57,14,12,229,4-T,4,113.65,18.41,כן,5.69,2,צפון/מזרח,"1,640,529 ₪",https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/14/%D7%93%D7%99%D7%A8%D7%95%D7%AA/%D7%9E%D7%A9%D7%AA%D7%9B%D7%9F%2014/57.pdf,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/14/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/12.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 14,2026-07-29,B14-A57
58,14,12,229,4-F,3,82.83,23.91,כן,5.57,2,מזרח,"1,196,072 ₪",https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/14/%D7%93%D7%99%D7%A8%D7%95%D7%AA/%D7%9E%D7%A9%D7%AA%D7%9B%D7%9F%2014/58.pdf,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/14/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/12.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 14,2026-07-29,B14-A58
59,14,12,229,4-G,3,83.90,23.90,כן,9.32,2,דרום/מזרח,"1,234,973 ₪",https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/14/%D7%93%D7%99%D7%A8%D7%95%D7%AA/%D7%9E%D7%A9%D7%AA%D7%9B%D7%9F%2014/59.pdf,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/14/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/12.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 14,2026-07-29,B14-A59
60,14,13,229,4-N,5.5,142.42,23.94,לא,10.09,2,מערב/צפון,,,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/14/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/13.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 14,2026-07-29,B14-A60
61,14,13,229,4-O,5.5,139.78,23.91,כן,10.44,2,מערב/דרום,"2,110,954 ₪",https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/14/%D7%93%D7%99%D7%A8%D7%95%D7%AA/%D7%9E%D7%A9%D7%AA%D7%9B%D7%9F%2014/61.pdf,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/14/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/13.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 14,2026-07-29,B14-A61
62,14,13,229,4-T,4,113.65,18.41,כן,5.69,2,צפון/מזרח,"1,650,184 ₪",https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/14/%D7%93%D7%99%D7%A8%D7%95%D7%AA/%D7%9E%D7%A9%D7%AA%D7%9B%D7%9F%2014/62.pdf,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/14/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/13.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 14,2026-07-29,B14-A62
63,14,13,229,4-F,3,82.83,23.91,כן,5.57,2,מזרח,"1,202,529 ₪",https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/14/%D7%93%D7%99%D7%A8%D7%95%D7%AA/%D7%9E%D7%A9%D7%AA%D7%9B%D7%9F%2014/63.pdf,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/14/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/13.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 14,2026-07-29,B14-A63
64,14,13,229,4-G,3,83.90,23.90,כן,8.55,2,דרום/מזרח,"1,237,800 ₪",https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/14/%D7%93%D7%99%D7%A8%D7%95%D7%AA/%D7%9E%D7%A9%D7%AA%D7%9B%D7%9F%2014/64.pdf,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/14/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/13.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 14,2026-07-29,B14-A64
65,14,14,229,4-N,5.5,142.42,23.94,לא,10.07,2,מערב/צפון,,,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/14/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/14.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 14,2026-07-29,B14-A65
66,14,14,229,4-O,5.5,139.78,23.91,לא,10.40,2,מערב/דרום,,,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/14/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/14.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 14,2026-07-29,B14-A66
67,14,14,229,4-T,4,113.65,18.41,כן,5.69,2,צפון/מזרח,"1,659,838 ₪",https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/14/%D7%93%D7%99%D7%A8%D7%95%D7%AA/%D7%9E%D7%A9%D7%AA%D7%9B%D7%9F%2014/67.pdf,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/14/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/14.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 14,2026-07-29,B14-A67
68,14,14,229,4-F,3,82.83,23.91,כן,5.57,2,מזרח,"1,209,967 ₪",https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/14/%D7%93%D7%99%D7%A8%D7%95%D7%AA/%D7%9E%D7%A9%D7%AA%D7%9B%D7%9F%2014/68.pdf,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/14/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/14.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 14,2026-07-29,B14-A68
69,14,14,229,4-G,3,83.90,23.90,כן,8.65,2,דרום/מזרח,"1,246,041 ₪",https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/14/%D7%93%D7%99%D7%A8%D7%95%D7%AA/%D7%9E%D7%A9%D7%AA%D7%9B%D7%9F%2014/69.pdf,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/14/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/14.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 14,2026-07-29,B14-A69
70,14,15,229,4-N,5.5,142.42,23.94,לא,10.04,2,מערב/צפון,,,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/14/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/15.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 14,2026-07-29,B14-A70
71,14,15,229,4-O,5.5,139.78,23.91,לא,10.29,2,מערב/דרום,,,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/14/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/15.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 14,2026-07-29,B14-A71
