apartment_number,building,floor,plot_number,apartment_type,rooms,area_sqm,balcony_garden_sqm,target_price,storage_sqm,parking_spaces,directions,final_price,apartment_plan_url,floor_plan_url,source_url,source_section,scan_date,id
47,7,10,228,4-G,3,83.90,23.90,כן,9.50,2,דרום/מזרח,"1,228,449 ₪",https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/7/%D7%93%D7%99%D7%A8%D7%95%D7%AA/%D7%9E%D7%A9%D7%AA%D7%9B%D7%9F%207/47.pdf,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/7/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/10.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 7,2026-07-29,B7-A47
48,7,11,228,4-C,5.5,144.26,23.94,כן,6.12,2,מערב/צפון,"2,119,377 ₪",https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/7/%D7%93%D7%99%D7%A8%D7%95%D7%AA/%D7%9E%D7%A9%D7%AA%D7%9B%D7%9F%207/48.pdf,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/7/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/11.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 7,2026-07-29,B7-A48
49,7,11,228,4-D,5.5,141.28,23.90,כן,6.63,2,מערב/דרום,"2,083,187 ₪",https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/7/%D7%93%D7%99%D7%A8%D7%95%D7%AA/%D7%9E%D7%A9%D7%AA%D7%9B%D7%9F%207/49.pdf,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/7/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/11.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 7,2026-07-29,B7-A49
50,7,11,228,4-E,5,125.03,18.41,כן,8.65,2,צפון/מזרח,"1,833,498 ₪",https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/7/%D7%93%D7%99%D7%A8%D7%95%D7%AA/%D7%9E%D7%A9%D7%AA%D7%9B%D7%9F%207/50.pdf,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/7/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/11.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 7,2026-07-29,B7-A50
51,7,11,228,4-F,3,82.83,23.91,כן,9.48,2,מזרח,"1,211,831 ₪",https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/7/%D7%93%D7%99%D7%A8%D7%95%D7%AA/%D7%9E%D7%A9%D7%AA%D7%9B%D7%9F%207/51.pdf,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/7/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/11.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 7,2026-07-29,B7-A51
52,7,11,228,4-G,3,83.90,23.90,כן,9.48,2,דרום/מזרח,"1,228,325 ₪",https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/7/%D7%93%D7%99%D7%A8%D7%95%D7%AA/%D7%9E%D7%A9%D7%AA%D7%9B%D7%9F%207/52.pdf,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/7/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/11.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 7,2026-07-29,B7-A52
53,7,12,228,4-C,5.5,144.26,23.94,לא,10.00,2,מערב/צפון,,,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/7/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/12.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 7,2026-07-29,B7-A53
54,7,12,228,4-D-2,5.5,141.04,23.90,כן,10.04,2,מערב/דרום,"2,113,125 ₪",https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/7/%D7%93%D7%99%D7%A8%D7%95%D7%AA/%D7%9E%D7%A9%D7%AA%D7%9B%D7%9F%207/54.pdf,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/7/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/12.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 7,2026-07-29,B7-A54
55,7,12,228,4-E,5,125.03,18.41,כן,8.64,2,צפון/מזרח,"1,844,104 ₪",https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/7/%D7%93%D7%99%D7%A8%D7%95%D7%AA/%D7%9E%D7%A9%D7%AA%D7%9B%D7%9F%207/55.pdf,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/7/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/12.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 7,2026-07-29,B7-A55
56,7,12,228,4-F,3,82.83,23.91,כן,9.35,2,מזרח,"1,218,582 ₪",https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/7/%D7%93%D7%99%D7%A8%D7%95%D7%AA/%D7%9E%D7%A9%D7%AA%D7%9B%D7%9F%207/56.pdf,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/7/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/12.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 7,2026-07-29,B7-A56
57,7,12,228,4-G,3,83.90,23.90,כן,9.35,2,דרום/מזרח,"1,235,159 ₪",https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/7/%D7%93%D7%99%D7%A8%D7%95%D7%AA/%D7%9E%D7%A9%D7%AA%D7%9B%D7%9F%207/57.pdf,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/7/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/12.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 7,2026-07-29,B7-A57
58,7,13,228,4-N,5.5,142.42,23.94,לא,9.94,2,מערב/צפון,,,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/7/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/13.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 7,2026-07-29,B7-A58
59,7,13,228,4-O,5.5,139.78,23.90,כן,10.14,2,מערב/דרום,"2,109,033 ₪",https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/7/%D7%93%D7%99%D7%A8%D7%95%D7%AA/%D7%9E%D7%A9%D7%AA%D7%9B%D7%9F%207/59.pdf,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/7/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/13.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 7,2026-07-29,B7-A59
60,7,13,228,4-E,5,125.03,18.41,כן,8.59,2,צפון/מזרח,"1,854,458 ₪",https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/7/%D7%93%D7%99%D7%A8%D7%95%D7%AA/%D7%9E%D7%A9%D7%AA%D7%9B%D7%9F%207/60.pdf,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/7/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/13.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 7,2026-07-29,B7-A60
61,7,13,228,4-F,3,82.83,23.91,כן,9.34,2,מזרח,"1,226,074 ₪",https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/7/%D7%93%D7%99%D7%A8%D7%95%D7%AA/%D7%9E%D7%A9%D7%AA%D7%9B%D7%9F%207/61.pdf,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/7/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/13.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 7,2026-07-29,B7-A61
62,7,13,228,4-G,3,83.90,23.90,כן,9.28,2,דרום/מזרח,"1,242,360 ₪",https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/7/%D7%93%D7%99%D7%A8%D7%95%D7%AA/%D7%9E%D7%A9%D7%AA%D7%9B%D7%9F%207/62.pdf,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/7/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/13.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 7,2026-07-29,B7-A62
63,7,14,228,4-N,5.5,142.42,23.94,לא,9.88,2,מערב/צפון,,,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/7/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/14.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 7,2026-07-29,B7-A63
64,7,14,228,4-O,5.5,139.78,23.90,לא,10.72,2,מערב/דרום,,,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/7/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/14.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 7,2026-07-29,B7-A64
65,7,14,228,4-E,5,125.03,18.41,כן,8.58,2,צפון/מזרח,"1,865,061 ₪",https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/7/%D7%93%D7%99%D7%A8%D7%95%D7%AA/%D7%9E%D7%A9%D7%AA%D7%9B%D7%9F%207/65.pdf,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/7/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/14.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 7,2026-07-29,B7-A65
66,7,14,228,4-F,3,82.83,23.91,כן,9.26,2,מזרח,"1,233,127 ₪",https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/7/%D7%93%D7%99%D7%A8%D7%95%D7%AA/%D7%9E%D7%A9%D7%AA%D7%9B%D7%9F%207/66.pdf,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/7/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/14.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 7,2026-07-29,B7-A66
67,7,14,228,4-G,3,83.90,23.90,כן,9.23,2,דרום/מזרח,"1,249,681 ₪",https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/7/%D7%93%D7%99%D7%A8%D7%95%D7%AA/%D7%9E%D7%A9%D7%AA%D7%9B%D7%9F%207/67.pdf,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/7/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/14.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 7,2026-07-29,B7-A67
68,7,15,228,4-N,5.5,142.42,23.94,לא,9.88,2,מערב/צפון,,,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/7/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/15.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 7,2026-07-29,B7-A68
69,7,15,228,4-O,5.5,139.78,23.90,לא,10.06,2,מערב/דרום,,,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/7/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/15.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 7,2026-07-29,B7-A69
70,7,15,228,4-E,5,125.03,18.41,כן,8.37,2,צפון/מזרח,"1,874,402 ₪",https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/7/%D7%93%D7%99%D7%A8%D7%95%D7%AA/%D7%9E%D7%A9%D7%AA%D7%9B%D7%9F%207/70.pdf,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/7/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/15.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 7,2026-07-29,B7-A70
71,7,15,228,4-F,3,82.83,23.91,כן,9.23,2,מזרח,"1,240,490 ₪",https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/7/%D7%93%D7%99%D7%A8%D7%95%D7%AA/%D7%9E%D7%A9%D7%AA%D7%9B%D7%9F%207/71.pdf,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/7/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/15.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 7,2026-07-29,B7-A71
72,7,15,228,4-G,3,83.90,23.90,כן,9.18,2,דרום/מזרח,"1,257,000 ₪",https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/7/%D7%93%D7%99%D7%A8%D7%95%D7%AA/%D7%9E%D7%A9%D7%AA%D7%9B%D7%9F%207/72.pdf,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/7/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/15.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 7,2026-07-29,B7-A72
73,7,16,228,4-N,5.5,142.42,23.94,לא,9.87,2,מערב/צפון,,,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/7/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/16.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 7,2026-07-29,B7-A73
74,7,16,228,4-O,5.5,139.78,23.90,לא,10.05,2,מערב/דרום,,,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/7/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/16.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 7,2026-07-29,B7-A74
75,7,16,228,4-E,5,125.03,18.41,כן,8.33,2,צפון/מזרח,"1,884,807 ₪",https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/7/%D7%93%D7%99%D7%A8%D7%95%D7%AA/%D7%9E%D7%A9%D7%AA%D7%9B%D7%9F%207/75.pdf,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/7/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/16.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 7,2026-07-29,B7-A75
76,7,16,228,4-F,3,82.83,23.91,כן,9.16,2,מזרח,"1,247,598 ₪",https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/7/%D7%93%D7%99%D7%A8%D7%95%D7%AA/%D7%9E%D7%A9%D7%AA%D7%9B%D7%9F%207/76.pdf,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/7/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/16.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 7,2026-07-29,B7-A76
77,7,16,228,4-G,3,83.90,23.90,כן,9.12,2,דרום/מזרח,"1,264,252 ₪",https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/7/%D7%93%D7%99%D7%A8%D7%95%D7%AA/%D7%9E%D7%A9%D7%AA%D7%9B%D7%9F%207/77.pdf,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/7/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/16.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 7,2026-07-29,B7-A77
78,7,17,228,4-N,5.5,142.42,23.94,לא,9.85,2,מערב/צפון,,,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/7/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/17.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 7,2026-07-29,B7-A78
79,7,17,228,4-O,5.5,139.78,23.90,לא,9.91,2,מערב/דרום,,,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/7/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/17.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 7,2026-07-29,B7-A79
80,7,17,228,4-E,5,125.03,18.41,כן,8.27,2,צפון/מזרח,"1,895,083 ₪",https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/7/%D7%93%D7%99%D7%A8%D7%95%D7%AA/%D7%9E%D7%A9%D7%AA%D7%9B%D7%9F%207/80.pdf,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/7/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/17.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 7,2026-07-29,B7-A80
81,7,17,228,4-F,3,82.83,23.91,כן,9.01,2,מזרח,"1,254,192 ₪",https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/7/%D7%93%D7%99%D7%A8%D7%95%D7%AA/%D7%9E%D7%A9%D7%AA%D7%9B%D7%9F%207/81.pdf,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/7/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/17.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 7,2026-07-29,B7-A81
82,7,17,228,4-G,3,83.90,23.90,כן,9.00,2,דרום/מזרח,"1,271,118 ₪",https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/7/%D7%93%D7%99%D7%A8%D7%95%D7%AA/%D7%9E%D7%A9%D7%AA%D7%9B%D7%9F%207/82.pdf,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/7/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/17.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 7,2026-07-29,B7-A82
83,7,18,228,4-N,5.5,142.42,23.94,לא,9.85,2,מערב/צפון,,,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/7/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/18.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 7,2026-07-29,B7-A83
84,7,18,228,4-O,5.5,139.78,23.90,לא,9.89,2,מערב/דרום,,,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/7/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/18.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 7,2026-07-29,B7-A84
85,7,18,228,4-E-1,5,125.03,18.41,כן,8.22,2,צפון/מזרח,"1,905,419 ₪",https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/7/%D7%93%D7%99%D7%A8%D7%95%D7%AA/%D7%9E%D7%A9%D7%AA%D7%9B%D7%9F%207/85.pdf,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/7/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/18.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 7,2026-07-29,B7-A85
86,7,18,228,4-F,3,82.83,23.91,כן,8.99,2,מזרח,"1,261,609 ₪",https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/7/%D7%93%D7%99%D7%A8%D7%95%D7%AA/%D7%9E%D7%A9%D7%AA%D7%9B%D7%9F%207/86.pdf,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/7/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/18.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 7,2026-07-29,B7-A86
87,7,18,228,4-G-1,3,83.90,23.90,כן,8.95,2,דרום/מזרח,"1,278,425 ₪",https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/7/%D7%93%D7%99%D7%A8%D7%95%D7%AA/%D7%9E%D7%A9%D7%AA%D7%9B%D7%9F%207/87.pdf,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/7/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/18.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 7,2026-07-29,B7-A87
88,7,19,228,4-H,6,186.47,97.36,לא,9.04,2,מערב/צפון/מזרח,,,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/7/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/19.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 7,2026-07-29,B7-A88
89,7,19,228,4-I,5,182.68,88.89,לא,5.47,2,מערב/דרום/מזרח,,,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/7/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/19.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 7,2026-07-29,B7-A89
90,7,19,228,4-F,3,82.83,23.91,כן,5.44,2,מזרח,"1,246,322 ₪",https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/7/%D7%93%D7%99%D7%A8%D7%95%D7%AA/%D7%9E%D7%A9%D7%AA%D7%9B%D7%9F%207/90.pdf,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/7/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/19.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 7,2026-07-29,B7-A90
91,7,20,228,4-K,6,188.18,85.12,לא,7.18,2,מערב/צפון/מזרח/דרום,,,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/7/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/20.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 7,2026-07-29,B7-A91
92,7,20,228,4-L,5,170.66,67.14,לא,9.82,2,צפון/מערב/דרום/מזרח,,,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/7/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/20.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 7,2026-07-29,B7-A92
93,7,21,228,4-M,6,208.71,176.26,לא,9.79,2,מערב/צפון/דרום/מזרח,,,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/7/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/21.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 7,2026-07-29,B7-A93
1,8,קרקע,229,2-I,5,142.98,188.99,לא,9.36,2,צפון/מערב/דרום,,,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/8/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/0.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 8,2026-07-29,B8-A1
2,8,קרקע,229,2-K,5,141.12,213.34,לא,9.57,2,מזרח/דרום/מערב,,,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/8/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/0.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 8,2026-07-29,B8-A2
3,8,1,229,2-C,5,125.84,21.46,כן,7.68,2,צפון/מערב/דרום,"1,852,289 ₪",https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/8/%D7%93%D7%99%D7%A8%D7%95%D7%AA/%D7%9E%D7%A9%D7%AA%D7%9B%D7%9F%208/3.pdf,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/8/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/1.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 8,2026-07-29,B8-A3
4,8,1,229,2-D,5,125.85,21.27,כן,6.52,2,מזרח/דרום/מערב,"1,844,366 ₪",https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/8/%D7%93%D7%99%D7%A8%D7%95%D7%AA/%D7%9E%D7%A9%D7%AA%D7%9B%D7%9F%208/4.pdf,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/8/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/1.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 8,2026-07-29,B8-A4
5,8,1,229,2-E,3,80.00,17.98,כן,5.26,2,מזרח/צפון,"1,131,587 ₪",https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/8/%D7%93%D7%99%D7%A8%D7%95%D7%AA/%D7%9E%D7%A9%D7%AA%D7%9B%D7%9F%208/5.pdf,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/8/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/1.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 8,2026-07-29,B8-A5
6,8,2,229,2-C,5,125.84,21.46,כן,8.24,2,צפון/מערב/דרום,"1,855,752 ₪",https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/8/%D7%93%D7%99%D7%A8%D7%95%D7%AA/%D7%9E%D7%A9%D7%AA%D7%9B%D7%9F%208/6.pdf,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/8/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/2.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 8,2026-07-29,B8-A6
7,8,2,229,2-D,5,125.85,21.27,כן,8.25,2,מזרח/דרום/מערב,"1,855,064 ₪",https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/8/%D7%93%D7%99%D7%A8%D7%95%D7%AA/%D7%9E%D7%A9%D7%AA%D7%9B%D7%9F%208/7.pdf,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/8/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/2.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 8,2026-07-29,B8-A7
8,8,2,229,2-E,3,80.00,17.98,כן,5.26,2,מזרח/צפון,"1,131,587 ₪",https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/8/%D7%93%D7%99%D7%A8%D7%95%D7%AA/%D7%9E%D7%A9%D7%AA%D7%9B%D7%9F%208/8.pdf,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/8/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/2.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 8,2026-07-29,B8-A8
9,8,3,229,2-C,5,125.84,21.46,כן,8.27,2,צפון/מערב/דרום,"1,855,937 ₪",https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/8/%D7%93%D7%99%D7%A8%D7%95%D7%AA/%D7%9E%D7%A9%D7%AA%D7%9B%D7%9F%208/9.pdf,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/8/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/3.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 8,2026-07-29,B8-A9
10,8,3,229,2-D,5,125.85,21.27,כן,8.27,2,מזרח/דרום/מערב,"1,855,187 ₪",https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/8/%D7%93%D7%99%D7%A8%D7%95%D7%AA/%D7%9E%D7%A9%D7%AA%D7%9B%D7%9F%208/10.pdf,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/8/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/3.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 8,2026-07-29,B8-A10
11,8,3,229,2-E,3,80.00,17.98,כן,5.39,2,מזרח/צפון,"1,132,230 ₪",https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/8/%D7%93%D7%99%D7%A8%D7%95%D7%AA/%D7%9E%D7%A9%D7%AA%D7%9B%D7%9F%208/11.pdf,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/8/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/3.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 8,2026-07-29,B8-A11
12,8,4,229,2-C,5,125.84,21.46,כן,8.68,2,צפון/מערב/דרום,"1,858,473 ₪",https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/8/%D7%93%D7%99%D7%A8%D7%95%D7%AA/%D7%9E%D7%A9%D7%AA%D7%9B%D7%9F%208/12.pdf,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/8/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/4.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 8,2026-07-29,B8-A12
