דירה,בניין,קומה,חדרים,שטח,מרפסת,נוף,ציון מיקום,ציון תכנון,ציון נדירות,ציון איכות כולל,הערות
64,7,14,5.5,139.78,23.90,נוף ים מוערך,75.0,80.0,77.1,82.1,"מגדל 22 קומות | כיוון מערב - פוטנציאל נוף ים; כיוון דרום; גובה מגדל מגביר נוף | יעילות שטח טובה (25.4 מ""ר/חדר); יחס מרפסת 17.1% | מחסן גדול (10.72 מ""ר); 2 חניות; יחידת שוק חופשי (מפרט עשיר מוערך) | שכ"
66,14,14,5.5,139.78,23.91,נוף ים מוערך,75.0,80.0,77.1,82.1,"מגדל 22 קומות | כיוון מערב - פוטנציאל נוף ים; כיוון דרום; גובה מגדל מגביר נוף | יעילות שטח טובה (25.4 מ""ר/חדר); יחס מרפסת 17.1% | מחסן גדול (10.4 מ""ר); 2 חניות; יחידת שוק חופשי (מפרט עשיר מוערך) | שכי"
15,2,5,5,125.84,21.46,נוף פתוח רב-כיווני,72.9,80.0,100,82.0,"יחידת פינה/רב-כיוונית | כיוון מערב - פוטנציאל נוף ים; כיוון דרום; 3 כיווני אוויר | יעילות שטח טובה (25.2 מ""ר/חדר); יחס מרפסת 17.1% | מחסן בינוני (8.93 מ""ר); 2 חניות | נדירות גבוהה (3 יחידות)"
16,8,5,5,125.85,21.27,נוף פתוח רב-כיווני,72.9,80.0,100,82.0,"יחידת פינה/רב-כיוונית | כיוון מערב - פוטנציאל נוף ים; כיוון דרום; 3 כיווני אוויר | יעילות שטח טובה (25.2 מ""ר/חדר); יחס מרפסת 16.9% | מחסן בינוני (8.94 מ""ר); 2 חניות | נדירות גבוהה (3 יחידות)"
73,7,16,5.5,142.42,23.94,נוף פנורמי גבוה (ים/עיר) - מוערך,79.3,80.0,77.1,81.9,"מגדל 22 קומות; קומה גבוהה במגדל | כיוון מערב - פוטנציאל נוף ים; גובה מגדל מגביר נוף | יעילות שטח טובה (25.9 מ""ר/חדר); יחס מרפסת 16.8% | מחסן גדול (9.87 מ""ר); 2 חניות; יחידת שוק חופשי (מפרט עשיר מוערך)"
75,14,16,5.5,142.42,23.94,נוף פנורמי גבוה (ים/עיר) - מוערך,79.3,80.0,77.1,81.9,"מגדל 22 קומות; קומה גבוהה במגדל | כיוון מערב - פוטנציאל נוף ים; גובה מגדל מגביר נוף | יעילות שטח טובה (25.9 מ""ר/חדר); יחס מרפסת 16.8% | מחסן גדול (9.92 מ""ר); 2 חניות; יחידת שוק חופשי (מפרט עשיר מוערך)"
87,7,18,3,83.90,23.90,נוף פנורמי גבוה (ים/עיר) - מוערך,83.6,80.0,95,81.5,"מגדל 22 קומות; קומה גבוהה במגדל | כיוון דרום; גובה מגדל מגביר נוף | יעילות שטח טובה (28.0 מ""ר/חדר); יחס מרפסת 28.5% | מחסן בינוני (8.95 מ""ר); 2 חניות | נדירות גבוהה (2 יחידות); 3 חדרים - נפוץ בפרויקט"
2,5,קרקע,5,127.48,251.93,גינה פרטית גדולה,72,83.0,100,81.3,"דירת גן בקומת קרקע | כיוון דרום; שטח גינה גדול מאוד | יעילות שטח טובה (25.5 מ""ר/חדר); גינה 252 מ""ר | מחסן גדול (10.36 מ""ר); מרפסת/גינה יוצאת דופן; 2 חניות; יחידת שוק חופשי (מפרט עשיר מוערך) | נדירות ג"
2,6,קרקע,5,127.48,210.46,גינה פרטית גדולה,72,83.0,100,81.3,"דירת גן בקומת קרקע | כיוון דרום; שטח גינה גדול מאוד | יעילות שטח טובה (25.5 מ""ר/חדר); גינה 210 מ""ר | מחסן גדול (10.21 מ""ר); מרפסת/גינה יוצאת דופן; 2 חניות; יחידת שוק חופשי (מפרט עשיר מוערך) | נדירות ג"
18,5,6,5,125.93,24.27,נוף פתוח רב-כיווני,76.4,80.0,82.0,81.1,"יחידת פינה/רב-כיוונית | כיוון מערב - פוטנציאל נוף ים; כיוון דרום; 3 כיווני אוויר | יעילות שטח טובה (25.2 מ""ר/חדר); יחס מרפסת 19.3% | מחסן בינוני (8.22 מ""ר); 2 חניות | שכיח (18 יחידות)"
68,7,15,5.5,142.42,23.94,נוף פנורמי גבוה (ים/עיר) - מוערך,77.1,80.0,77.1,81.1,"מגדל 22 קומות; קומה גבוהה במגדל | כיוון מערב - פוטנציאל נוף ים; גובה מגדל מגביר נוף | יעילות שטח טובה (25.9 מ""ר/חדר); יחס מרפסת 16.8% | מחסן גדול (9.88 מ""ר); 2 חניות; יחידת שוק חופשי (מפרט עשיר מוערך)"
70,14,15,5.5,142.42,23.94,נוף פנורמי גבוה (ים/עיר) - מוערך,77.1,80.0,77.1,81.1,"מגדל 22 קומות; קומה גבוהה במגדל | כיוון מערב - פוטנציאל נוף ים; גובה מגדל מגביר נוף | יעילות שטח טובה (25.9 מ""ר/חדר); יחס מרפסת 16.8% | מחסן גדול (10.04 מ""ר); 2 חניות; יחידת שוק חופשי (מפרט עשיר מוערך"
53,7,12,5.5,144.26,23.94,נוף ים מוערך,70.7,80.0,91.0,80.9,"מגדל 22 קומות | כיוון מערב - פוטנציאל נוף ים; גובה מגדל מגביר נוף | יעילות שטח טובה (26.2 מ""ר/חדר); יחס מרפסת 16.6% | מחסן גדול (10.0 מ""ר); 2 חניות; יחידת שוק חופשי (מפרט עשיר מוערך) | שכיח (9 יחידות)"
10,9,5,4,113.97,24.71,נוף פתוח רב-כיווני,75.8,80.0,100,80.7,"יחידת פינה/רב-כיוונית | כיוון מערב - פוטנציאל נוף ים; 3 כיווני אוויר | יעילות שטח טובה (28.5 מ""ר/חדר); יחס מרפסת 21.7% | מחסן (6.45 מ""ר); 2 חניות | נדירות גבוהה (2 יחידות)"
17,6,5,3,82.34,20.64,נוף פתוח רב-כיווני,72.9,80.0,81.0,80.6,"יחידת פינה/רב-כיוונית | כיוון מערב - פוטנציאל נוף ים; כיוון דרום; 3 כיווני אוויר | יעילות שטח טובה (27.4 מ""ר/חדר); יחס מרפסת 25.1% | מחסן גדול (9.77 מ""ר); 2 חניות | שכיח (14 יחידות); 3 חדרים - נפוץ בפ"
59,7,13,5.5,139.78,23.90,נוף ים מוערך,72.9,80.0,77.1,80.6,"מגדל 22 קומות | כיוון מערב - פוטנציאל נוף ים; כיוון דרום; גובה מגדל מגביר נוף | יעילות שטח טובה (25.4 מ""ר/חדר); יחס מרפסת 17.1% | מחסן גדול (10.14 מ""ר); 2 חניות | שכיח (23 יחידות)"
61,14,13,5.5,139.78,23.91,נוף ים מוערך,72.9,80.0,77.1,80.6,"מגדל 22 קומות | כיוון מערב - פוטנציאל נוף ים; כיוון דרום; גובה מגדל מגביר נוף | יעילות שטח טובה (25.4 מ""ר/חדר); יחס מרפסת 17.1% | מחסן גדול (10.44 מ""ר); 2 חניות | שכיח (23 יחידות)"
85,7,18,5,125.03,18.41,נוף צפוני/עירוני,83.6,80.0,100,80.5,"מגדל 22 קומות; קומה גבוהה במגדל | גובה מגדל מגביר נוף | יעילות שטח טובה (25.0 מ""ר/חדר); יחס מרפסת 14.7% | מחסן בינוני (8.22 מ""ר); 2 חניות | נדירות גבוהה (1 יחידות)"
7,1,3,5,129.31,24.59,נוף פתוח רב-כיווני,67.5,80.0,96.0,80.3,"יחידת פינה/רב-כיוונית | כיוון מערב - פוטנציאל נוף ים; כיוון דרום; 3 כיווני אוויר | יעילות שטח טובה (25.9 מ""ר/חדר); יחס מרפסת 19.0% | מחסן (6.94 מ""ר); 2 חניות | מוגבל (4 יחידות)"
15,5,5,5,125.93,24.27,נוף פתוח רב-כיווני,72.9,80.0,82.0,80.3,"יחידת פינה/רב-כיוונית | כיוון מערב - פוטנציאל נוף ים; כיוון דרום; 3 כיווני אוויר | יעילות שטח טובה (25.2 מ""ר/חדר); יחס מרפסת 19.3% | מחסן בינוני (7.96 מ""ר); 2 חניות | שכיח (18 יחידות)"
63,7,14,5.5,142.42,23.94,נוף ים מוערך,75.0,80.0,77.1,80.3,"מגדל 22 קומות | כיוון מערב - פוטנציאל נוף ים; גובה מגדל מגביר נוף | יעילות שטח טובה (25.9 מ""ר/חדר); יחס מרפסת 16.8% | מחסן גדול (9.88 מ""ר); 2 חניות; יחידת שוק חופשי (מפרט עשיר מוערך) | שכיח (23 יחידות"
15,13,5,5,125.84,21.46,נוף פתוח רב-כיווני,72.9,80.0,100,80.3,"יחידת פינה/רב-כיוונית | כיוון מערב - פוטנציאל נוף ים; 3 כיווני אוויר | יעילות שטח טובה (25.2 מ""ר/חדר); יחס מרפסת 17.1% | מחסן בינוני (7.05 מ""ר); 2 חניות | נדירות גבוהה (3 יחידות)"
65,14,14,5.5,142.42,23.94,נוף ים מוערך,75.0,80.0,77.1,80.3,"מגדל 22 קומות | כיוון מערב - פוטנציאל נוף ים; גובה מגדל מגביר נוף | יעילות שטח טובה (25.9 מ""ר/חדר); יחס מרפסת 16.8% | מחסן גדול (10.07 מ""ר); 2 חניות; יחידת שוק חופשי (מפרט עשיר מוערך) | שכיח (23 יחידו"
9,9,4,4,116.70,24.89,נוף פתוח רב-כיווני,71.7,80.0,92.0,80.2,"יחידת פינה/רב-כיוונית | כיוון מערב - פוטנציאל נוף ים; כיוון דרום; 3 כיווני אוויר | יעילות שטח טובה (29.2 מ""ר/חדר); יחס מרפסת 21.3% | מחסן (6.51 מ""ר); 2 חניות | מוגבל (8 יחידות)"
8,12,4,4,113.97,24.71,נוף פתוח רב-כיווני,71.7,80.0,92.0,80.1,"יחידת פינה/רב-כיוונית | כיוון מערב - פוטנציאל נוף ים; כיוון דרום; 3 כיווני אוויר | יעילות שטח טובה (28.5 מ""ר/חדר); יחס מרפסת 21.7% | 2 חניות | מוגבל (8 יחידות)"
12,8,4,5,125.84,21.46,נוף פתוח רב-כיווני,69.3,80.0,88.0,79.8,"יחידת פינה/רב-כיוונית | כיוון מערב - פוטנציאל נוף ים; כיוון דרום; 3 כיווני אוויר | יעילות שטח טובה (25.2 מ""ר/חדר); יחס מרפסת 17.1% | מחסן בינוני (8.68 מ""ר); 2 חניות | שכיח (12 יחידות)"
18,10,6,5,125.93,24.27,נוף פתוח רב-כיווני,76.4,80.0,82.0,79.8,"יחידת פינה/רב-כיוונית | כיוון מערב - פוטנציאל נוף ים; 3 כיווני אוויר | יעילות שטח טובה (25.2 מ""ר/חדר); יחס מרפסת 19.3% | מחסן גדול (9.98 מ""ר); 2 חניות | שכיח (18 יחידות)"
56,14,12,5.5,139.78,23.91,נוף ים מוערך,70.7,80.0,77.1,79.8,"מגדל 22 קומות | כיוון מערב - פוטנציאל נוף ים; כיוון דרום; גובה מגדל מגביר נוף | יעילות שטח טובה (25.4 מ""ר/חדר); יחס מרפסת 17.1% | מחסן גדול (12.37 מ""ר); 2 חניות | שכיח (23 יחידות)"
14,6,4,3,82.34,20.64,נוף פתוח רב-כיווני,69.3,80.0,81.0,79.7,"יחידת פינה/רב-כיוונית | כיוון מערב - פוטנציאל נוף ים; כיוון דרום; 3 כיווני אוויר | יעילות שטח טובה (27.4 מ""ר/חדר); יחס מרפסת 25.1% | מחסן גדול (9.4 מ""ר); 2 חניות | שכיח (14 יחידות); 3 חדרים - נפוץ בפר"
87,14,18,4,113.65,18.41,נוף צפוני/עירוני,83.6,80.0,100,79.7,"מגדל 22 קומות; קומה גבוהה במגדל | גובה מגדל מגביר נוף | יעילות שטח טובה (28.4 מ""ר/חדר); יחס מרפסת 16.2% | מחסן (5.69 מ""ר); 2 חניות | נדירות גבוהה (1 יחידות)"
58,7,13,5.5,142.42,23.94,נוף ים מוערך,72.9,80.0,77.1,79.6,"מגדל 22 קומות | כיוון מערב - פוטנציאל נוף ים; גובה מגדל מגביר נוף | יעילות שטח טובה (25.9 מ""ר/חדר); יחס מרפסת 16.8% | מחסן גדול (9.94 מ""ר); 2 חניות; יחידת שוק חופשי (מפרט עשיר מוערך) | שכיח (23 יחידות"
60,14,13,5.5,142.42,23.94,נוף ים מוערך,72.9,80.0,77.1,79.6,"מגדל 22 קומות | כיוון מערב - פוטנציאל נוף ים; גובה מגדל מגביר נוף | יעילות שטח טובה (25.9 מ""ר/חדר); יחס מרפסת 16.8% | מחסן גדול (10.09 מ""ר); 2 חניות; יחידת שוק חופשי (מפרט עשיר מוערך) | שכיח (23 יחידו"
12,5,4,5,125.93,24.27,נוף פתוח רב-כיווני,69.3,80.0,82.0,79.4,"יחידת פינה/רב-כיוונית | כיוון מערב - פוטנציאל נוף ים; כיוון דרום; 3 כיווני אוויר | יעילות שטח טובה (25.2 מ""ר/חדר); יחס מרפסת 19.3% | מחסן בינוני (7.95 מ""ר); 2 חניות | שכיח (18 יחידות)"
9,2,3,5,125.84,21.46,נוף פתוח רב-כיווני,65.7,80.0,88.0,79.3,"יחידת פינה/רב-כיוונית | כיוון מערב - פוטנציאל נוף ים; כיוון דרום; 3 כיווני אוויר | יעילות שטח טובה (25.2 מ""ר/חדר); יחס מרפסת 17.1% | מחסן גדול (9.33 מ""ר); 2 חניות | שכיח (12 יחידות)"
12,2,4,5,125.84,21.46,נוף פתוח רב-כיווני,69.3,80.0,88.0,79.3,"יחידת פינה/רב-כיוונית | כיוון מערב - פוטנציאל נוף ים; כיוון דרום; 3 כיווני אוויר | יעילות שטח טובה (25.2 מ""ר/חדר); יחס מרפסת 17.1% | מחסן בינוני (8.79 מ""ר); 2 חניות | שכיח (12 יחידות)"
49,7,11,5.5,141.28,23.90,נוף ים מוערך,68.6,80.0,90.0,79.3,"מגדל 22 קומות | כיוון מערב - פוטנציאל נוף ים; כיוון דרום | יעילות שטח טובה (25.7 מ""ר/חדר); יחס מרפסת 16.9% | מחסן (6.63 מ""ר); 2 חניות | שכיח (10 יחידות)"
13,8,4,5,125.85,21.27,נוף פתוח רב-כיווני,69.3,80.0,88.0,79.3,"יחידת פינה/רב-כיוונית | כיוון מערב - פוטנציאל נוף ים; כיוון דרום; 3 כיווני אוויר | יעילות שטח טובה (25.2 מ""ר/חדר); יחס מרפסת 16.9% | מחסן בינוני (8.46 מ""ר); 2 חניות | שכיח (12 יחידות)"
5,1,2,5,129.31,24.59,נוף פתוח רב-כיווני,63.3,80.0,96.0,79.2,"יחידת פינה/רב-כיוונית | כיוון מערב - פוטנציאל נוף ים; כיוון דרום; 3 כיווני אוויר | יעילות שטח טובה (25.9 מ""ר/חדר); יחס מרפסת 19.0% | מחסן (6.24 מ""ר); 2 חניות | מוגבל (4 יחידות)"
7,9,3,4,116.70,24.89,נוף פתוח רב-כיווני,67.5,80.0,92.0,79.2,"יחידת פינה/רב-כיוונית | כיוון מערב - פוטנציאל נוף ים; כיוון דרום; 3 כיווני אוויר | יעילות שטח טובה (29.2 מ""ר/חדר); יחס מרפסת 21.3% | מחסן (5.12 מ""ר); 2 חניות | מוגבל (8 יחידות)"
6,12,3,4,113.97,24.71,נוף פתוח רב-כיווני,67.5,80.0,92.0,79.1,"יחידת פינה/רב-כיוונית | כיוון מערב - פוטנציאל נוף ים; כיוון דרום; 3 כיווני אוויר | יעילות שטח טובה (28.5 מ""ר/חדר); יחס מרפסת 21.7% | 2 חניות | מוגבל (8 יחידות)"
13,13,4,5,125.85,21.27,נוף פתוח רב-כיווני,69.3,80.0,88.0,79.1,"יחידת פינה/רב-כיוונית | כיוון מערב - פוטנציאל נוף ים; כיוון דרום; 3 כיווני אוויר | יעילות שטח טובה (25.2 מ""ר/חדר); יחס מרפסת 16.9% | מחסן (6.99 מ""ר); 2 חניות | שכיח (12 יחידות)"
10,1,5,5,128.98,24.22,נוף פתוח רב-כיווני,75.8,80.0,100,79.0,"יחידת פינה/רב-כיוונית | כיוון דרום; 3 כיווני אוויר | יעילות שטח טובה (25.8 מ""ר/חדר); יחס מרפסת 18.8% | מחסן בינוני (8.27 מ""ר); 2 חניות | נדירות גבוהה (1 יחידות)"
18,6,6,5,125.93,24.27,נוף פתוח רב-כיווני,76.4,80.0,83.0,79.0,"יחידת פינה/רב-כיוונית | כיוון מערב - פוטנציאל נוף ים; 3 כיווני אוויר | יעילות שטח טובה (25.2 מ""ר/חדר); יחס מרפסת 19.3% | מחסן בינוני (7.85 מ""ר); 2 חניות | שכיח (17 יחידות)"
18,3,6,5,125.93,24.27,נוף פתוח רב-כיווני,76.4,80.0,82.0,78.9,"יחידת פינה/רב-כיוונית | כיוון מערב - פוטנציאל נוף ים; 3 כיווני אוויר | יעילות שטח טובה (25.2 מ""ר/חדר); יחס מרפסת 19.3% | מחסן בינוני (8.51 מ""ר); 2 חניות | שכיח (18 יחידות)"
9,8,3,5,125.84,21.46,נוף פתוח רב-כיווני,65.7,80.0,88.0,78.9,"יחידת פינה/רב-כיוונית | כיוון מערב - פוטנציאל נוף ים; כיוון דרום; 3 כיווני אוויר | יעילות שטח טובה (25.2 מ""ר/חדר); יחס מרפסת 17.1% | מחסן בינוני (8.27 מ""ר); 2 חניות | שכיח (12 יחידות)"
11,6,3,3,82.34,20.64,נוף פתוח רב-כיווני,65.7,80.0,81.0,78.8,"יחידת פינה/רב-כיוונית | כיוון מערב - פוטנציאל נוף ים; כיוון דרום; 3 כיווני אוויר | יעילות שטח טובה (27.4 מ""ר/חדר); יחס מרפסת 25.1% | מחסן גדול (9.39 מ""ר); 2 חניות | שכיח (14 יחידות); 3 חדרים - נפוץ בפ"
55,14,12,5.5,142.42,23.94,נוף ים מוערך,70.7,80.0,77.1,78.8,"מגדל 22 קומות | כיוון מערב - פוטנציאל נוף ים; גובה מגדל מגביר נוף | יעילות שטח טובה (25.9 מ""ר/חדר); יחס מרפסת 16.8% | מחסן גדול (10.12 מ""ר); 2 חניות; יחידת שוק חופשי (מפרט עשיר מוערך) | שכיח (23 יחידו"
16,2,5,5,125.85,21.27,נוף פתוח רב-כיווני,72.9,80.0,100,78.7,"יחידת פינה/רב-כיוונית | כיוון דרום; 3 כיווני אוויר | יעילות שטח טובה (25.2 מ""ר/חדר); יחס מרפסת 16.9% | מחסן גדול (9.32 מ""ר); 2 חניות | נדירות גבוהה (3 יחידות)"
9,5,3,5,125.93,24.27,נוף פתוח רב-כיווני,65.7,80.0,82.0,78.5,"יחידת פינה/רב-כיוונית | כיוון מערב - פוטנציאל נוף ים; כיוון דרום; 3 כיווני אוויר | יעילות שטח טובה (25.2 מ""ר/חדר); יחס מרפסת 19.3% | מחסן בינוני (7.75 מ""ר); 2 חניות | שכיח (18 יחידות)"
39,7,9,5.5,141.28,23.90,נוף ים מוערך,64.3,80.0,90.0,78.5,"מגדל 22 קומות | כיוון מערב - פוטנציאל נוף ים; כיוון דרום | יעילות שטח טובה (25.7 מ""ר/חדר); יחס מרפסת 16.9% | מחסן בינוני (7.85 מ""ר); 2 חניות | שכיח (10 יחידות)"
44,7,10,5.5,141.28,23.90,נוף ים מוערך,66.4,80.0,90.0,78.5,"מגדל 22 קומות | כיוון מערב - פוטנציאל נוף ים; כיוון דרום | יעילות שטח טובה (25.7 מ""ר/חדר); יחס מרפסת 16.9% | מחסן (6.5 מ""ר); 2 חניות | שכיח (10 יחידות)"
8,9,4,4,113.97,24.71,נוף פתוח רב-כיווני,71.7,80.0,92.0,78.5,"יחידת פינה/רב-כיוונית | כיוון מערב - פוטנציאל נוף ים; 3 כיווני אוויר | יעילות שטח טובה (28.5 מ""ר/חדר); יחס מרפסת 21.7% | מחסן (6.27 מ""ר); 2 חניות | מוגבל (8 יחידות)"
10,8,3,5,125.85,21.27,נוף פתוח רב-כיווני,65.7,80.0,88.0,78.4,"יחידת פינה/רב-כיוונית | כיוון מערב - פוטנציאל נוף ים; כיוון דרום; 3 כיווני אוויר | יעילות שטח טובה (25.2 מ""ר/חדר); יחס מרפסת 16.9% | מחסן בינוני (8.27 מ""ר); 2 חניות | שכיח (12 יחידות)"
38,7,9,5.5,143.86,23.94,נוף ים מוערך,64.3,80.0,100,78.3,"מגדל 22 קומות | כיוון מערב - פוטנציאל נוף ים | יעילות שטח טובה (26.2 מ""ר/חדר); יחס מרפסת 16.6% | מחסן בינוני (7.05 מ""ר); 2 חניות | נדירות גבוהה (2 יחידות)"
43,7,10,5.5,143.86,23.94,נוף ים מוערך,66.4,80.0,100,78.3,"מגדל 22 קומות | כיוון מערב - פוטנציאל נוף ים | יעילות שטח טובה (26.2 מ""ר/חדר); יחס מרפסת 16.6% | מחסן (5.65 מ""ר); 2 חניות | נדירות גבוהה (2 יחידות)"
17,11,5,3,82.34,20.64,נוף פתוח רב-כיווני,72.9,80.0,81.0,78.3,"יחידת פינה/רב-כיוונית | כיוון מערב - פוטנציאל נוף ים; 3 כיווני אוויר | יעילות שטח טובה (27.4 מ""ר/חדר); יחס מרפסת 25.1% | מחסן גדול (9.3 מ""ר); 2 חניות | שכיח (14 יחידות); 3 חדרים - נפוץ בפרויקט"
3,1,1,5,129.31,24.59,נוף פתוח רב-כיווני,59.2,80.0,96.0,78.2,"יחידת פינה/רב-כיוונית | כיוון מערב - פוטנציאל נוף ים; כיוון דרום; 3 כיווני אוויר | יעילות שטח טובה (25.9 מ""ר/חדר); יחס מרפסת 19.0% | מחסן (5.82 מ""ר); 2 חניות | מוגבל (4 יחידות)"
17,5,5,3,82.34,20.64,נוף פתוח רב-כיווני,72.9,80.0,80.0,78.2,"יחידת פינה/רב-כיוונית | כיוון מערב - פוטנציאל נוף ים; 3 כיווני אוויר | יעילות שטח טובה (27.4 מ""ר/חדר); יחס מרפסת 25.1% | מחסן גדול (9.4 מ""ר); 2 חניות | שכיח (15 יחידות); 3 חדרים - נפוץ בפרויקט"
15,6,5,5,125.93,24.27,נוף פתוח רב-כיווני,72.9,80.0,83.0,78.2,"יחידת פינה/רב-כיוונית | כיוון מערב - פוטנציאל נוף ים; 3 כיווני אוויר | יעילות שטח טובה (25.2 מ""ר/חדר); יחס מרפסת 19.3% | מחסן בינוני (7.68 מ""ר); 2 חניות | שכיח (17 יחידות)"
11,12,5,4,116.70,24.89,נוף פתוח רב-כיווני,75.8,80.0,100,78.2,"יחידת פינה/רב-כיוונית | כיוון דרום; 3 כיווני אוויר | יעילות שטח טובה (29.2 מ""ר/חדר); יחס מרפסת 21.3% | מחסן (5.4 מ""ר); 2 חניות | נדירות גבוהה (2 יחידות)"
10,13,3,5,125.85,21.27,נוף פתוח רב-כיווני,65.7,80.0,88.0,78.2,"יחידת פינה/רב-כיוונית | כיוון מערב - פוטנציאל נוף ים; כיוון דרום; 3 כיווני אוויר | יעילות שטח טובה (25.2 מ""ר/חדר); יחס מרפסת 16.9% | מחסן (6.7 מ""ר); 2 חניות | שכיח (12 יחידות)"
46,14,10,5.5,139.78,23.91,נוף ים מוערך,66.4,80.0,77.1,78.2,"מגדל 22 קומות | כיוון מערב - פוטנציאל נוף ים; כיוון דרום | יעילות שטח טובה (25.4 מ""ר/חדר); יחס מרפסת 17.1% | מחסן גדול (9.61 מ""ר); 2 חניות | שכיח (23 יחידות)"
5,9,2,4,116.70,24.89,נוף פתוח רב-כיווני,63.3,80.0,92.0,78.1,"יחידת פינה/רב-כיוונית | כיוון מערב - פוטנציאל נוף ים; כיוון דרום; 3 כיווני אוויר | יעילות שטח טובה (29.2 מ""ר/חדר); יחס מרפסת 21.3% | מחסן (5.85 מ""ר); 2 חניות | מוגבל (8 יחידות)"
51,14,11,5.5,139.78,23.91,נוף ים מוערך,68.6,80.0,77.1,78.1,"מגדל 22 קומות | כיוון מערב - פוטנציאל נוף ים; כיוון דרום | יעילות שטח טובה (25.4 מ""ר/חדר); יחס מרפסת 17.1% | מחסן בינוני (8.46 מ""ר); 2 חניות | שכיח (23 יחידות)"
15,3,5,5,125.93,24.27,נוף פתוח רב-כיווני,72.9,80.0,82.0,78.0,"יחידת פינה/רב-כיוונית | כיוון מערב - פוטנציאל נוף ים; 3 כיווני אוויר | יעילות שטח טובה (25.2 מ""ר/חדר); יחס מרפסת 19.3% | מחסן בינוני (8.49 מ""ר); 2 חניות | שכיח (18 יחידות)"
14,4,4,3,82.34,20.64,נוף פתוח רב-כיווני,71.7,80.0,81.0,78.0,"יחידת פינה/רב-כיוונית | כיוון מערב - פוטנציאל נוף ים; 3 כיווני אוויר | יעילות שטח טובה (27.4 מ""ר/חדר); יחס מרפסת 25.1% | מחסן גדול (9.74 מ""ר); 2 חניות | שכיח (14 יחידות); 3 חדרים - נפוץ בפרויקט"
6,8,2,5,125.84,21.46,נוף פתוח רב-כיווני,62.1,80.0,88.0,78.0,"יחידת פינה/רב-כיוונית | כיוון מערב - פוטנציאל נוף ים; כיוון דרום; 3 כיווני אוויר | יעילות שטח טובה (25.2 מ""ר/חדר); יחס מרפסת 17.1% | מחסן בינוני (8.24 מ""ר); 2 חניות | שכיח (12 יחידות)"
15,10,5,5,125.93,24.27,נוף פתוח רב-כיווני,72.9,80.0,82.0,78.0,"יחידת פינה/רב-כיוונית | כיוון מערב - פוטנציאל נוף ים; 3 כיווני אוויר | יעילות שטח טובה (25.2 מ""ר/חדר); יחס מרפסת 19.3% | מחסן בינוני (8.93 מ""ר); 2 חניות | שכיח (18 יחידות)"
16,11,5,5,127.03,24.29,נוף מערבי (פוטנציאל ים),67.9,80.0,86.0,78.0,"כיוון מערב - פוטנציאל נוף ים; כיוון דרום | יעילות שטח טובה (25.4 מ""ר/חדר); יחס מרפסת 19.1% | מחסן גדול (9.74 מ""ר); 2 חניות | שכיח (14 יחידות)"
4,12,2,4,113.97,24.71,נוף פתוח רב-כיווני,63.3,80.0,92.0,78.0,"יחידת פינה/רב-כיוונית | כיוון מערב - פוטנציאל נוף ים; כיוון דרום; 3 כיווני אוויר | יעילות שטח טובה (28.5 מ""ר/חדר); יחס מרפסת 21.7% | 2 חניות | מוגבל (8 יחידות)"
13,4,4,5,127.03,24.29,נוף מערבי (פוטנציאל ים),66.7,80.0,86.0,77.7,"כיוון מערב - פוטנציאל נוף ים; כיוון דרום | יעילות שטח טובה (25.4 מ""ר/חדר); יחס מרפסת 19.1% | מחסן גדול (9.15 מ""ר); 2 חניות | שכיח (14 יחידות)"
34,7,8,5.5,141.28,23.90,נוף ים מוערך,62.1,80.0,90.0,77.7,"מגדל 22 קומות | כיוון מערב - פוטנציאל נוף ים; כיוון דרום | יעילות שטח טובה (25.7 מ""ר/חדר); יחס מרפסת 16.9% | מחסן בינוני (7.2 מ""ר); 2 חניות | שכיח (10 יחידות)"
48,7,11,5.5,144.26,23.94,נוף ים מוערך,68.6,80.0,91.0,77.7,"מגדל 22 קומות | כיוון מערב - פוטנציאל נוף ים | יעילות שטח טובה (26.2 מ""ר/חדר); יחס מרפסת 16.6% | מחסן (6.12 מ""ר); 2 חניות | שכיח (9 יחידות)"
6,5,2,5,125.93,24.27,נוף פתוח רב-כיווני,62.1,80.0,82.0,77.6,"יחידת פינה/רב-כיוונית | כיוון מערב - פוטנציאל נוף ים; כיוון דרום; 3 כיווני אוויר | יעילות שטח טובה (25.2 מ""ר/חדר); יחס מרפסת 19.3% | מחסן בינוני (7.59 מ""ר); 2 חניות | שכיח (18 יחידות)"
3,2,1,5,125.84,21.46,נוף פתוח רב-כיווני,58.6,80.0,88.0,77.5,"יחידת פינה/רב-כיוונית | כיוון מערב - פוטנציאל נוף ים; כיוון דרום; 3 כיווני אוויר | יעילות שטח טובה (25.2 מ""ר/חדר); יחס מרפסת 17.1% | מחסן גדול (9.12 מ""ר); 2 חניות | שכיח (12 יחידות)"
6,2,2,5,125.84,21.46,נוף פתוח רב-כיווני,62.1,80.0,88.0,77.5,"יחידת פינה/רב-כיוונית | כיוון מערב - פוטנציאל נוף ים; כיוון דרום; 3 כיווני אוויר | יעילות שטח טובה (25.2 מ""ר/חדר); יחס מרפסת 17.1% | מחסן בינוני (8.65 מ""ר); 2 חניות | שכיח (12 יחידות)"
